user_id,signup_date,trial_end_date,trial_length_days,age,country,gender,device_type,acquisition_channel,city_tier,preferred_plan_before_conversion,days_active_trial,sessions_count,avg_session_minutes,features_used,support_tickets,emails_opened,webinar_attended,payment_method_on_file,referred_friend,discount_offered_pct,plan_page_views,last_activity_gap_days,satisfaction_score,monthly_income_usd,converted_to_paid_plan,selected_plan,sessions_per_active_day,total_minutes_used,activity_intensity,high_commercial_intent
USR-01821,2025-06-21,2025-07-12,21,27.0,Colombia,male,desktop,organic_search,tier_2,standard,13,26,17.0,18,0,10,0,0,0,10.0,3,14,8.2,2838.0,0,none,2.0,442.0,234,0
USR-01822,2025-06-25,2025-07-09,14,26.0,Colombia,female,mobile,social media,tier_3,standard,8,13,7.7,13,1,3,1,1,0,15.0,5,11,8.7,1374.0,0,none,1.625,100.10000000000001,104,1
USR-01823,2025-10-16,2025-10-23,7,33.0,Ecuador,male,desktop,Partner,tier_2,standard,6,10,12.6,14,0,4,0,0,0,20.0,2,1,3.8,1785.0,0,none,1.6666666666666667,126.0,84,0
USR-01824,2025-02-22,2025-03-24,30,35.0,Colombia,male,mobile,paid ads,tier_1,premium,19,19,16.8,14,1,4,1,0,1,10.0,2,22,8.8,1198.0,1,standard,1.0,319.2,266,0
USR-01825,2025-07-08,2025-07-15,7,22.0,colombia,male,desktop,Email Campaign,tier_1,standard,3,7,15.5,6,1,5,1,1,0,15.0,4,2,3.4,1392.0,0,none,2.3333333333333335,108.5,18,1
USR-01826,2025-02-12,2025-02-26,14,18.0,Colombia,male,desktop,social media,tier_1,premium,10,21,16.7,3,0,6,0,0,0,10.0,7,9,5.8,1514.0,1,premium,2.1,350.7,30,0
USR-01827,2025-02-06,2025-02-20,14,35.0,Colombia,male,desktop,partner,tier_2,basic,6,7,13.7,6,3,4,1,1,0,20.0,3,12,6.1,1646.0,0,none,1.1666666666666667,95.89999999999999,36,1
USR-01828,2025-07-16,2025-08-06,21,36.0,Colombia,female,desktop,email_campaign,tier_1,standard,16,34,12.6,16,2,11,0,0,0,20.0,8,17,7.2,1328.0,0,none,2.125,428.4,256,0
USR-01830,2025-05-13,2025-05-27,14,38.0,Perú,female,tablet,paid ads,tier_3,premium,8,13,26.9,10,2,6,0,1,0,0.0,3,4,5.9,602.0,0,none,1.625,349.7,80,1
USR-01831,2025-09-06,2025-10-06,30,26.0,Colombia,male,desconocido,social media,tier_3,basic,24,38,10.1,10,0,9,0,0,0,0.0,5,14,7.8,1594.0,0,none,1.5833333333333333,383.8,240,0
USR-01832,2025-12-06,2025-12-13,7,56.0,Colombia,female,desktop,organic search,tier_2,standard,6,9,8.9,10,1,6,0,1,0,5.0,1,5,7.8,1921.0,0,none,1.5,80.10000000000001,60,0
USR-01833,2025-03-22,2025-03-29,7,21.0,Colombia,male,desktop,organic search,tier_2,standard,2,2,11.8,8,0,6,0,0,0,15.0,8,8,7.7,681.0,0,none,1.0,23.6,16,0
USR-01834,2025-02-24,2025-03-03,7,27.0,Colombia,male,mobile,organic search,tier_2,basic,5,5,12.8,6,1,6,1,0,0,15.0,1,0,9.2,1192.0,0,none,1.0,64.0,30,0
USR-01835,2025-02-26,2025-03-12,14,36.0,México,male,mobile,paid ads,tier_3,standard,9,20,16.8,15,0,10,1,1,1,10.0,3,16,7.2,2086.0,1,basic,2.2222222222222223,336.0,135,1
USR-01836,2025-06-26,2025-07-10,14,30.0,Ecuador,prefer_not_to_say,desktop,email campaign,tier_3,premium,12,16,22.4,7,2,7,0,1,0,20.0,4,9,6.4,2139.0,1,basic,1.3333333333333333,358.4,84,1
USR-01837,2025-09-24,2025-10-01,7,24.0,Argentina,female,mobile,partner,tier_2,premium,3,6,7.0,5,0,3,0,0,1,5.0,0,4,5.8,937.0,0,none,2.0,42.0,15,0
USR-01838,2025-05-29,2025-06-28,30,35.0,Colombia,prefer_not_to_say,mobile,partner,tier_1,basic,23,41,22.9,10,1,7,1,1,0,5.0,3,14,7.1,1446.0,1,standard,1.7826086956521738,938.9,230,1
USR-01839,2025-08-14,2025-08-21,7,30.0,Ecuador,non_binary,mobile,organic search,tier_3,standard,6,17,10.6,10,0,7,0,0,0,0.0,2,9,7.7,552.0,0,none,2.8333333333333335,180.2,60,0
USR-01840,2025-11-15,2025-11-29,14,30.0,Colombia,prefer_not_to_say,mobile,referral,tier_3,basic,8,15,15.1,9,0,2,0,0,0,10.0,2,11,6.7,1011.0,0,none,1.875,226.5,72,0
USR-01841,2025-06-28,2025-07-12,14,18.0,Ecuador,non_binary,mobile,organic search,tier_1,standard,7,9,9.4,17,0,9,1,1,0,10.0,5,10,5.0,1136.0,0,none,1.2857142857142858,84.60000000000001,119,1
USR-01842,2025-07-13,2025-07-20,7,31.0,Chile,male,mobile,social media,tier_1,basic,6,11,11.0,8,0,6,1,0,1,20.0,3,0,5.5,996.0,0,none,1.8333333333333333,121.0,48,0
USR-01843,2025-08-02,2025-08-16,14,37.0,México,male,mobile,organic search,tier_2,premium,11,21,14.8,14,1,7,1,0,1,10.0,2,2,7.6,2747.0,1,premium,1.9090909090909092,310.8,154,0
USR-01844,2025-08-14,2025-09-04,21,30.0,Ecuador,non_binary,desktop,referral,tier_2,basic,8,19,15.8,10,0,4,0,0,0,10.0,5,14,7.5,2814.0,0,none,2.375,300.2,80,0
USR-01845,2025-10-06,2025-10-20,14,18.0,Ecuador,female,desktop,social media,tier_3,basic,7,11,13.6,10,1,8,0,1,0,25.0,3,10,8.9,1107.0,0,none,1.5714285714285714,149.6,70,1
USR-01846,2025-04-19,2025-05-03,14,27.0,Colombia,male,mobile,email campaign,tier_2,standard,4,10,5.6,8,0,7,0,0,0,5.0,0,10,9.4,1093.0,0,none,2.5,56.0,32,0
USR-01847,2025-01-16,2025-01-30,14,34.0,Argentina,male,desktop,referral,tier_3,basic,8,10,14.6,8,1,3,1,1,0,0.0,0,11,4.8,1743.0,0,none,1.25,146.0,64,0
USR-01848,2025-07-22,2025-08-05,14,18.0,Colombia,female,mobile,email campaign,tier_3,premium,8,11,22.8,11,1,1,0,0,1,15.0,7,0,5.9,2964.0,0,none,1.375,250.8,88,0
USR-01849,2025-09-05,2025-10-05,30,35.0,México,male,desktop,partner,tier_2,standard,17,32,15.6,11,0,12,1,1,1,0.0,4,17,4.9,748.0,0,none,1.8823529411764706,499.2,187,1
USR-01850,2025-04-10,2025-04-24,14,22.0,México,female,desktop,organic search,tier_2,basic,9,16,17.3,8,1,2,0,1,0,0.0,1,5,3.9,2454.0,0,none,1.7777777777777777,276.8,72,0
USR-01851,2025-05-18,2025-06-01,14,30.0,Argentina,female,mobile,social media,tier_1,premium,6,15,10.8,13,0,4,1,0,0,10.0,1,12,9.0,2184.0,0,none,2.5,162.0,78,0
USR-01852,2025-10-09,2025-10-16,7,18.0, COLOMBIA ,male,mobile,Partner,tier_3,standard,5,12,13.1,7,1,6,1,0,0,0.0,3,0,9.8,414.0,0,none,2.4,157.2,35,0
USR-01853,2025-10-18,2025-11-01,14,33.0,Perú,female,tablet,organic search,tier_2,basic,9,15,14.2,11,0,8,1,1,1,10.0,2,8,7.5,1963.0,1,basic,1.6666666666666667,213.0,99,1
USR-01854,2025-06-27,2025-07-11,14,33.0,Perú,male,desktop,paid ads,tier_1,basic,1,3,10.9,7,0,1,0,0,0,0.0,5,21,6.5,1236.0,0,none,3.0,32.7,7,0
USR-01855,2025-07-10,2025-07-31,21,36.0,Colombia,female,desktop,organic search,tier_1,standard,9,18,9.5,10,1,2,1,1,0,15.0,0,11,5.8,1189.0,1,standard,2.0,171.0,90,0
USR-01856,2025-03-08,2025-03-29,21,41.0,Ecuador,female,desktop,Social Media,tier_2,basic,8,14,8.6,11,2,5,1,0,0,0.0,3,22,4.8,1313.0,0,none,1.75,120.39999999999999,88,0
USR-01857,2025-01-20,2025-02-03,14,42.0,Chile,female,mobile,social media,tier_2,standard,10,12,20.4,11,0,5,0,0,0,5.0,2,7,6.8,1226.0,0,none,1.2,244.79999999999998,110,0
USR-01858,2025-09-04,2025-09-25,21,22.0,Argentina,female,tablet,social media,tier_1,basic,15,33,7.3,15,0,6,0,0,0,5.0,5,16,8.5,1921.0,0,none,2.2,240.9,225,0
USR-01859,2025-04-17,2025-05-01,14,37.0,Colombia,female,mobile,email campaign,tier_2,standard,5,8,16.0,6,0,2,0,0,0,15.0,3,12,6.4,1936.0,1,premium,1.6,128.0,30,0
USR-01860,2025-03-11,2025-03-18,7,43.0,Colombia,male,desktop,partner,tier_2,basic,6,12,24.8,7,1,9,0,1,0,10.0,3,0,7.7,1295.0,1,premium,2.0,297.6,42,1
USR-01861,2025-02-05,2025-02-19,14,27.0,México,female,desktop,organic search,tier_3,standard,6,12,7.7,12,0,6,0,1,0,15.0,4,9,4.9,411.0,0,none,2.0,92.4,72,1
USR-01862,2025-02-18,2025-03-11,21,29.0,Argentina,male,mobile,social media,tier_1,standard,17,35,6.7,16,2,9,0,0,0,0.0,1,9,5.5,997.0,0,none,2.0588235294117645,234.5,272,0
USR-01863,2025-02-27,2025-03-20,21,36.0,Chile,male,desktop,social media,tier_3,basic,17,31,6.6,20,1,7,1,0,0,0.0,7,2,4.5,2270.0,0,none,1.8235294117647058,204.6,340,0
USR-01864,2025-12-07,2025-12-28,21,27.0,México,non_binary,mobile,social media,tier_1,basic,12,25,25.3,11,0,6,0,1,0,20.0,5,16,9.7,758.0,1,standard,2.0833333333333335,632.5,132,1
USR-01865,2025-01-02,2025-01-16,14,38.0,Colombia,female,mobile,referral,tier_1,premium,2,5,15.7,11,1,6,0,0,0,0.0,0,19,6.1,1344.0,0,none,2.5,78.5,22,0
USR-01866,2025-04-07,2025-04-28,21,31.0,Colombia,male,tablet,social media,tier_2,premium,14,24,23.7,13,0,6,0,1,0,0.0,4,9,7.1,1785.0,1,premium,1.7142857142857142,568.8,182,1
USR-01867,2025-07-20,2025-08-03,14,20.0,México,female,tablet,social media,tier_1,basic,8,8,12.7,7,0,0,0,0,1,20.0,2,3,8.9,1680.0,0,none,1.0,101.6,56,0
USR-01868,2025-07-16,2025-07-30,14,38.0,Colombia,female,desktop,email campaign,tier_3,premium,11,18,8.7,15,0,10,1,1,0,25.0,1,16,5.6,2034.0,0,none,1.6363636363636365,156.6,165,0
USR-01869,2025-08-24,2025-09-07,14,18.0,desconocido,female,tablet,organic search,tier_2,standard,9,18,12.8,8,1,3,1,0,0,0.0,1,10,7.8,2231.0,0,none,2.0,230.4,72,0
USR-01870,2025-02-21,2025-03-07,14,21.0,Argentina,female,tablet,organic search,tier_2,basic,12,23,14.1,10,1,3,0,1,0,10.0,5,7,9.7,954.0,0,none,1.9166666666666667,324.3,120,1
USR-01871,2025-08-25,2025-09-08,14,31.0,Ecuador,female,tablet,social media,tier_1,standard,10,16,10.7,10,2,7,0,0,0,20.0,2,10,7.1,1458.0,0,none,1.6,171.2,100,0
USR-01872,2025-08-14,2025-08-28,14,25.0,Colombia,male,mobile,social media,tier_1,standard,9,18,19.0,14,0,11,0,1,0,20.0,1,18,5.5,491.0,0,none,2.0,342.0,126,0
USR-01873,2025-05-03,2025-05-17,14,18.0,Colombia,male,mobile,referral,tier_1,standard,8,16,20.3,14,0,6,1,0,0,0.0,3,16,4.2,1207.0,0,none,2.0,324.8,112,0
USR-01874,2025-01-12,2025-01-26,14,18.0,Colombia,female,desktop,organic search,tier_1,standard,10,17,20.9,16,0,3,0,1,0,0.0,2,12,8.4,2505.0,1,basic,1.7,355.29999999999995,160,1
USR-01875,2025-07-26,2025-08-09,14,35.0,Chile,male,mobile,partner,tier_3,premium,7,13,14.0,8,1,8,0,0,0,0.0,1,4,8.1,587.0,0,none,1.8571428571428572,182.0,56,0
USR-01876,2025-04-23,2025-05-07,14,27.0,México,female,desktop,organic search,tier_3,premium,5,10,14.1,7,0,6,0,0,0,10.0,3,21,7.3,2344.0,0,none,2.0,141.0,35,0
USR-01877,2025-07-18,2025-08-01,14,33.0,Colombia,female,tablet,email campaign,tier_1,standard,11,16,10.5,8,1,4,0,0,0,20.0,4,12,10.0,447.0,0,none,1.4545454545454546,168.0,88,0
USR-01878,2025-06-28,2025-07-12,14,39.0,Colombia,male,desconocido,referral,tier_1,basic,9,19,4.4,13,2,6,0,0,0,0.0,1,7,4.2,1376.0,0,none,2.111111111111111,83.60000000000001,117,0
USR-01879,2025-02-15,2025-02-22,7,34.0,Colombia,female,desktop,referral,tier_3,basic,3,1,9.6,8,0,5,0,1,0,0.0,3,7,7.7,1227.0,0,none,0.3333333333333333,9.6,24,1
USR-01880,2025-09-12,2025-09-26,14,18.0,Argentina,female,desktop,referral,tier_1,standard,10,21,21.2,11,1,5,0,1,0,15.0,2,10,7.7,1225.0,1,standard,2.1,445.2,110,1
USR-01881,2025-11-02,2025-11-23,21,47.0,México,female,mobile,organic search,tier_2,basic,1,4,10.4,4,1,9,0,1,1,15.0,6,25,6.7,1481.0,0,none,4.0,41.6,4,1
USR-01882,2025-10-15,2025-11-05,21,32.0,México,male,mobile,social media,tier_3,basic,10,21,2.0,9,1,12,0,0,0,10.0,4,15,8.7,2624.0,0,none,2.1,42.0,90,0
USR-01883,2025-01-04,2025-01-18,14,31.0,Colombia,prefer_not_to_say,mobile,partner,tier_3,premium,13,22,19.6,9,1,6,0,1,1,0.0,5,0,4.3,875.0,1,basic,1.6923076923076923,431.20000000000005,117,1
USR-01884,2025-09-26,2025-10-10,14,33.0,Argentina,female,desktop,organic search,tier_3,basic,11,17,16.5,9,1,2,0,0,1,0.0,2,6,7.6,1221.0,1,premium,1.5454545454545454,280.5,99,0
USR-01886,2025-09-14,2025-09-28,14,32.0,Colombia,female,mobile,social media,tier_2,basic,9,20,13.1,14,1,4,0,1,1,20.0,3,5,5.5,3187.0,0,none,2.2222222222222223,262.0,126,1
USR-01887,2025-08-13,2025-09-03,21,28.0,México,male,mobile,social media,tier_3,standard,14,30,9.9,10,0,6,1,1,0,25.0,9,13,7.8,990.0,0,none,2.142857142857143,297.0,140,1
USR-01888,2025-08-05,2025-08-12,7,28.0,Colombia,prefer_not_to_say,mobile,social media,tier_1,standard,5,5,8.4,16,1,4,1,0,0,0.0,2,0,7.7,1062.0,0,none,1.0,42.0,80,0
USR-01889,2025-11-21,2025-12-21,30,46.0,Colombia,female,mobile,email campaign,tier_1,basic,12,23,27.6,12,2,6,0,0,1,10.0,4,24,6.6,463.0,0,none,1.9166666666666667,634.8000000000001,144,0
USR-01890,2025-09-25,2025-10-02,7,35.0,Argentina,male,mobile,social media,tier_3,basic,4,6,12.7,4,1,5,0,0,1,0.0,4,1,8.3,1739.0,0,none,1.5,76.19999999999999,16,0
USR-01891,2025-05-21,2025-05-28,7,50.0,Colombia,female,desktop,organic search,tier_1,basic,5,12,16.8,5,0,3,0,0,0,0.0,3,6,10.0,1477.0,0,none,2.4,201.60000000000002,25,0
USR-01892,2025-04-09,2025-04-16,7,32.0,Colombia,male,mobile,organic search,tier_2,basic,2,3,23.0,6,0,3,0,1,0,10.0,1,11,5.3,862.0,0,none,1.5,69.0,12,0
USR-01893,2025-09-23,2025-10-07,14,51.0,México,non_binary,mobile,referral,tier_2,standard,8,13,19.4,7,0,9,1,1,0,15.0,2,11,7.3,1363.0,0,none,1.625,252.2,56,1
USR-01894,2025-02-10,2025-02-24,14,27.0,colombia,male,desktop,referral,tier_1,premium,6,11,2.0,7,1,9,1,1,0,10.0,2,12,6.5,2823.0,0,none,1.8333333333333333,22.0,42,1
USR-01895,2025-01-10,2025-01-31,21,29.0,México,non_binary,desktop,social media,tier_2,standard,17,34,14.9,13,1,8,1,0,0,5.0,3,4,7.8,1658.0,1,standard,2.0,506.6,221,0
USR-01896,2025-09-30,2025-10-07,7,28.0,Colombia,female,mobile,organic search,tier_2,standard,5,9,5.1,13,1,6,1,1,0,15.0,3,0,8.4,1911.0,0,none,1.8,45.9,65,1
USR-01897,2025-10-26,2025-11-09,14,19.0,Chile,prefer_not_to_say,tablet,social media,tier_3,premium,7,5,13.5,18,0,9,0,0,0,0.0,1,4,4.8,1256.0,0,none,0.7142857142857143,67.5,126,0
USR-01898,2025-01-23,2025-02-13,21,22.0,Perú,non_binary,desktop,social media,tier_2,premium,13,19,15.3,13,1,7,0,1,0,15.0,5,11,6.0,1923.0,0,none,1.4615384615384615,290.7,169,1
USR-01899,2025-07-10,2025-07-17,7,21.0, PERÚ ,male,desktop,Social Media,tier_1,basic,4,5,12.5,9,2,4,0,1,0,10.0,0,0,10.0,1926.0,0,none,1.25,62.5,36,0
USR-01900,2025-02-15,2025-03-01,14,33.0,Chile,female,mobile,social media,tier_3,standard,14,25,13.3,7,1,6,0,0,0,5.0,5,6,10.0,2257.0,1,standard,1.7857142857142858,332.5,98,0
USR-01901,2025-05-15,2025-06-14,30,24.0,Perú,male,desktop,partner,tier_1,basic,21,39,8.9,12,0,10,0,0,1,10.0,7,24,6.2,1643.0,0,none,1.8571428571428572,347.1,252,0
USR-01902,2025-12-29,2026-01-05,7,28.0,Colombia,male,mobile,email campaign,tier_2,standard,3,6,16.2,8,0,7,1,0,0,5.0,3,3,6.5,1571.0,0,none,2.0,97.19999999999999,24,0
USR-01903,2025-04-17,2025-04-24,7,51.0,Argentina,female,desktop,referral,tier_1,basic,7,18,18.5,10,1,3,0,0,0,0.0,2,1,8.7,2523.0,1,premium,2.5714285714285716,333.0,70,0
USR-01904,2025-06-20,2025-07-04,14,23.0,México,male,mobile,referral,tier_1,premium,6,8,8.3,9,2,8,0,0,0,10.0,5,11,7.9,1384.0,0,none,1.3333333333333333,66.4,54,0
USR-01906,2025-10-27,2025-11-10,14,47.0,Colombia,female,desktop,partner,tier_2,premium,4,6,2.7,7,0,5,0,0,0,10.0,4,11,9.4,1715.0,0,none,1.5,16.200000000000003,28,0
USR-01907,2025-08-28,2025-09-11,14,36.0,Perú,male,tablet,partner,tier_2,standard,4,8,29.9,5,1,4,0,0,0,0.0,0,4,4.4,2081.0,0,none,2.0,239.2,20,0
USR-01908,2025-08-31,2025-09-14,14,53.0,Chile,female,desktop,paid ads,tier_2,standard,9,16,8.1,17,1,3,1,0,0,0.0,2,10,3.6,2027.0,0,none,1.7777777777777777,129.6,153,0
USR-01909,2025-07-14,2025-07-28,14,37.0,Argentina,female,desktop,partner,tier_2,basic,5,5,19.8,13,0,4,1,0,0,20.0,2,5,6.7,1706.0,0,none,1.0,99.0,65,0
USR-01910,2025-02-15,2025-03-08,21,35.0,Perú,female,desktop,email campaign,tier_2,basic,6,7,24.3,10,2,11,0,1,0,0.0,0,16,6.5,2396.0,0,none,1.1666666666666667,170.1,60,0
USR-01911,2025-07-06,2025-07-20,14,23.0,Colombia,female,desktop,partner,tier_3,basic,5,9,22.0,11,0,5,1,0,0,15.0,4,18,9.9,2422.0,0,none,1.8,198.0,55,0
USR-01912,2025-10-25,2025-11-08,14,27.0,Chile,female,desktop,paid ads,tier_1,standard,2,5,14.8,9,0,4,0,0,0,15.0,4,8,8.0,1519.0,0,none,2.5,74.0,18,0
USR-01913,2025-10-30,2025-11-13,14,31.0,Colombia,female,desktop,organic search,tier_1,standard,7,13,6.0,8,0,5,0,0,1,10.0,6,17,7.1,1458.0,0,none,1.8571428571428572,78.0,56,0
USR-01914,2025-01-13,2025-01-27,14,22.0, COLOMBIA ,female,tablet,organic_search,tier_1,basic,9,20,23.0,9,1,7,0,1,0,0.0,4,13,8.3,1489.0,1,premium,2.2222222222222223,460.0,81,1
USR-01915,2025-12-09,2025-12-30,21,31.0,Chile,female,mobile,referral,tier_2,standard,14,25,17.3,12,0,4,0,1,0,0.0,4,10,8.6,1356.0,0,none,1.7857142857142858,432.5,168,1
USR-01916,2025-04-01,2025-04-15,14,41.0,Colombia,female,mobile,organic search,tier_1,standard,9,14,5.2,8,1,5,0,1,0,15.0,3,4,6.2,2618.0,1,premium,1.5555555555555556,72.8,72,1
USR-01917,2025-07-05,2025-07-12,7,28.0,Ecuador,male,desktop,partner,tier_1,standard,4,6,20.0,7,0,1,0,1,0,10.0,3,9,6.0,2480.0,0,none,1.5,120.0,28,1
USR-01918,2025-02-11,2025-03-04,21,21.0, MÉXICO,male,mobile,Referral,tier_2,premium,5,7,3.4,10,1,4,0,0,0,15.0,1,24,7.3,1436.0,0,none,1.4,23.8,50,0
USR-01919,2025-04-06,2025-04-20,14,38.0,Colombia,female,desktop,paid ads,tier_1,premium,8,20,12.6,8,0,8,0,0,0,10.0,2,7,10.0,1066.0,1,basic,2.5,252.0,64,0
USR-01920,2025-02-12,2025-02-19,7,31.0,Colombia,female,mobile,social media,tier_3,basic,2,2,10.0,10,1,6,1,0,0,20.0,1,6,3.8,682.0,0,none,1.0,20.0,20,0
USR-01921,2025-09-04,2025-09-11,7,27.0,Perú,male,desktop,paid ads,tier_3,premium,3,8,13.8,4,0,5,1,1,0,15.0,2,0,7.3,879.0,0,none,2.6666666666666665,110.4,12,1
USR-01922,2025-08-18,2025-09-01,14,31.0,Perú,male,desktop,organic search,tier_2,basic,7,8,26.6,9,1,5,1,1,0,10.0,1,14,6.6,1390.0,0,none,1.1428571428571428,212.8,63,0
USR-01923,2025-12-16,2025-12-30,14,23.0,colombia,female,mobile,Partner,tier_1,standard,5,10,2.0,6,1,5,0,1,0,0.0,2,7,5.6,1991.0,0,none,2.0,20.0,30,1
USR-01924,2025-04-16,2025-05-07,21,27.0,Colombia,female,mobile,Partner,tier_1,premium,14,22,14.5,14,0,8,0,1,0,15.0,0,12,8.3,2327.0,0,none,1.5714285714285714,319.0,196,0
USR-01926,2025-11-19,2025-11-26,7,30.0,Perú,male,mobile,social media,tier_3,premium,5,13,4.7,8,0,5,0,0,1,0.0,2,0,7.1,2287.0,1,basic,2.6,61.1,40,0
USR-01927,2025-03-30,2025-04-20,21,30.0,Colombia,female,desktop,partner,tier_1,premium,21,37,20.3,10,2,9,0,0,0,15.0,7,7,9.3,1770.0,0,none,1.7619047619047619,751.1,210,0
USR-01928,2025-08-06,2025-08-20,14,33.0,Perú,female,mobile,social media,tier_1,basic,10,21,14.1,10,1,6,0,1,0,20.0,7,11,6.0,1019.0,0,none,2.1,296.09999999999997,100,1
USR-01929,2025-07-03,2025-07-17,14,42.0,México,female,mobile,partner,tier_2,premium,8,18,17.0,5,1,7,0,0,0,0.0,2,5,5.2,705.0,0,none,2.25,306.0,40,0
USR-01930,2025-06-13,2025-06-27,14,18.0,mexico,male,desktop,partner,tier_1,basic,11,24,2.0,12,1,7,1,1,0,10.0,2,2,7.7,2173.0,1,basic,2.1818181818181817,48.0,132,1
USR-01931,2025-09-10,2025-10-01,21,29.0,Argentina,male,mobile,referral,tier_1,standard,4,6,14.0,6,3,6,0,1,0,10.0,4,26,8.0,1557.0,0,none,1.5,84.0,24,1
USR-01932,2025-02-04,2025-02-18,14,42.0,Colombia,male,mobile,partner,tier_2,basic,8,15,11.4,8,1,6,0,1,1,15.0,2,3,5.6,1456.0,0,none,1.875,171.0,64,1
USR-01933,2025-02-26,2025-03-12,14,26.0,Colombia,male,mobile,referral,tier_2,premium,12,34,14.6,11,2,7,0,1,0,5.0,3,4,3.1,771.0,1,basic,2.8333333333333335,496.4,132,1
USR-01934,2025-09-21,2025-09-28,7,36.0,Colombia,male,desktop,partner,tier_2,basic,5,11,19.8,7,1,4,0,0,0,5.0,1,1,7.0,2142.0,0,none,2.2,217.8,35,0
USR-01935,2025-08-18,2025-09-01,14,40.0,Colombia,female,mobile,Organic Search,tier_1,premium,5,12,5.4,6,1,4,0,0,1,10.0,2,7,5.5,810.0,0,none,2.4,64.80000000000001,30,0
USR-01936,2025-11-19,2025-12-03,14,32.0,desconocido,male,mobile,email campaign,tier_1,basic,10,20,21.8,6,1,4,0,1,0,0.0,0,18,6.6,250.0,0,none,2.0,436.0,60,0
USR-01937,2025-02-25,2025-03-04,7,34.0,México,male,mobile,paid ads,tier_1,basic,5,11,17.5,5,2,6,1,0,0,0.0,3,6,7.2,613.0,0,none,2.2,192.5,25,0
USR-01938,2025-01-16,2025-02-06,21,36.0,Colombia,female,mobile,social media,tier_3,standard,16,40,21.2,15,0,6,1,1,0,20.0,2,20,6.3,2028.0,1,standard,2.5,848.0,240,1
USR-01939,2025-07-11,2025-07-25,14,35.0,Colombia,female,mobile,paid ads,tier_3,standard,2,7,3.3,4,0,4,0,1,0,20.0,5,11,7.1,1394.0,0,none,3.5,23.099999999999998,8,1
USR-01940,2025-02-27,2025-03-13,14,38.0,Chile,female,mobile,organic search,tier_3,standard,11,26,14.1,12,1,5,0,1,0,0.0,7,12,7.7,2937.0,0,none,2.3636363636363638,366.59999999999997,132,1
USR-01941,2025-05-05,2025-05-12,7,24.0,peru,male,desktop,email_campaign,tier_1,standard,1,2,11.0,11,0,3,0,0,0,0.0,0,12,5.0,2175.0,0,none,2.0,22.0,11,0
USR-01942,2025-06-04,2025-06-25,21,42.0,Colombia,prefer_not_to_say,desktop,social media,tier_2,basic,9,20,22.6,13,1,3,1,1,0,15.0,4,19,7.3,1544.0,0,none,2.2222222222222223,452.0,117,1
USR-01943,2025-04-28,2025-05-05,7,28.0,Argentina,female,desktop,paid ads,tier_1,premium,7,11,29.9,13,2,5,0,0,0,15.0,2,0,8.7,1157.0,1,basic,1.5714285714285714,328.9,91,0
USR-01944,2025-04-10,2025-05-10,30,25.0,Perú,male,mobile,email campaign,tier_1,premium,30,43,2.0,17,2,7,0,0,0,5.0,8,18,9.2,250.0,1,standard,1.4333333333333333,86.0,510,0
USR-01945,2025-04-16,2025-05-07,21,30.0,Ecuador,male,desktop,social media,tier_1,standard,10,18,16.2,4,1,6,0,1,0,5.0,6,12,4.0,1807.0,1,standard,1.8,291.59999999999997,40,1
USR-01946,2025-12-25,2026-01-01,7,35.0,Colombia,female,mobile,paid ads,tier_1,basic,7,9,14.0,9,0,4,1,0,0,10.0,6,9,5.0,624.0,0,none,1.2857142857142858,126.0,63,0
USR-01947,2025-10-19,2025-11-18,30,27.0,Colombia,female,mobile,organic search,tier_1,standard,30,43,4.1,14,0,7,1,0,0,15.0,9,11,4.3,905.0,1,standard,1.4333333333333333,176.29999999999998,420,0
USR-01948,2025-12-23,2026-01-22,30,18.0,Perú,female,tablet,partner,tier_1,standard,18,28,18.3,7,0,8,0,1,0,0.0,7,18,8.9,2448.0,0,none,1.5555555555555556,512.4,126,1
USR-01949,2025-09-22,2025-10-13,21,28.0,México,male,tablet,social media,tier_1,standard,7,14,26.3,13,1,6,0,0,1,10.0,4,10,6.7,1692.0,0,none,2.0,368.2,91,0
USR-01950,2025-06-03,2025-06-24,21,33.0,Colombia,male,mobile,organic search,tier_1,basic,15,25,6.1,7,3,9,0,1,0,10.0,5,8,9.0,650.0,1,basic,1.6666666666666667,152.5,105,1
USR-01951,2025-10-22,2025-11-12,21,30.0,Ecuador,female,tablet,partner,tier_2,standard,20,26,16.8,17,1,6,1,0,0,10.0,3,9,7.1,1458.0,1,standard,1.3,436.8,340,0
USR-01952,2025-12-20,2026-01-19,30,34.0,Ecuador,female,desktop,referral,tier_1,premium,23,43,13.9,16,0,5,0,1,0,15.0,5,16,10.0,2055.0,1,standard,1.8695652173913044,597.7,368,1
USR-01953,2025-06-03,2025-07-03,30,21.0,Perú,male,tablet,partner,tier_2,premium,22,43,8.6,9,2,5,0,0,0,20.0,3,17,7.1,1535.0,1,premium,1.9545454545454546,369.8,198,0
USR-01954,2025-07-08,2025-07-22,14,34.0,Colombia,non_binary,mobile,email campaign,tier_2,basic,8,17,4.3,8,1,6,1,1,0,20.0,5,5,7.7,337.0,1,standard,2.125,73.1,64,1
USR-01955,2025-12-24,2026-01-07,14,18.0,México,female,mobile,referral,tier_1,premium,3,6,10.9,9,0,4,1,0,0,0.0,5,13,8.4,1931.0,0,none,2.0,65.4,27,0
